Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID
12/4/2016,89419,Carlota,1,27.95,0,13.11,3
10/13/2016,89030,Fun Fly,1,4.95,0,2.83,6
11/9/2016,89115,Quad,1,43.96,0,20.6,8
12/12/2016,89030,Carlota,12,335.4,0.1875,133.32,4
12/4/2016,89419,Quad,6,263.76,0.1,126.6,3
10/5/2016,89419,Fun Fly,1,4.95,0,2.12,3
12/9/2016,89030,Yanaki,2,57.5,0,29.76,4
10/14/2016,89115,Bellen,1,24.95,0,13.56,7
11/12/2016,89030,Quad,1,43.96,0,22.95,3
11/30/2016,89419,Yanaki,1,28.75,0,16.1,3
10/19/2016,89419,Fun Fly,1,4.95,0,1.56,4
10/15/2016,89115,Carlota,6,167.7,0.1,75.84,4
10/7/2016,89030,Yanaki,1,28.75,0,13.66,4
11/26/2016,89115,Majestic Beaut,1,32.95,0,20.51,3
10/11/2016,89115,Fun Fly,1,4.95,0,3.89,6
11/30/2016,89030,Aspen,1,27.95,0,11.69,3
11/1/2016,89115,Yanaki,1,28.75,0,15.76,4
10/25/2016,89115,Majestic Beaut,2,65.9,0,38.14,3
12/18/2016,89115,Carlota,1,27.95,0,12.15,4
12/12/2016,89419,Fun Fly,4,19.8,0.1,9.08,3
10/22/2016,89115,Carlota,12,335.4,0.1875,157.68,3
10/7/2016,89115,Bellen,4,99.8,0.1,48.04,6
11/20/2016,89419,Quad,1,43.96,0,20.45,6
11/30/2016,89115,Fun Fly,1,4.95,0,2.83,4
10/13/2016,89419,Fun Fly,1,4.95,0,2.04,6
11/15/2016,89030,Quad,1,43.96,0,20.98,1
11/7/2016,89115,Majestic Beaut,1,32.95,0,20.59,1
11/30/2016,89030,Bellen,12,299.4,0.1875,156.6,3
10/11/2016,89115,Bellen,1,24.95,0,13.92,1
11/3/2016,89030,Majestic Beaut,1,32.95,0,19.2,4
10/16/2016,89419,Bellen,1,24.95,0,13.16,7
10/6/2016,89115,Quad,1,43.96,0,20.47,1
12/24/2016,89030,Aspen,1,27.95,0,11.49,4
11/14/2016,89030,Quad,1,43.96,0,22.36,4
10/20/2016,89030,Carlota,12,335.4,0.1875,154.8,7
11/23/2016,89419,Majestic Beaut,1,32.95,0,18.72,2
10/18/2016,89115,Yanaki,1,28.75,0,13.61,4
10/6/2016,89030,Majestic Beaut,12,395.4,0.1875,226.68,2
10/23/2016,89115,Yanaki,1,28.75,0,14.92,4
10/5/2016,89115,Yanaki,1,28.75,0,14.67,3
12/23/2016,89030,Fun Fly,1,4.95,0,3.69,2
10/26/2016,89030,Quad,1,43.96,0,20.51,3
11/3/2016,89030,Majestic Beaut,2,65.9,0,36.9,5
10/14/2016,89419,Bellen,1,24.95,0,12.26,4
11/25/2016,89419,Fun Fly,1,4.95,0,2.64,4
11/2/2016,89419,Carlota,1,27.95,0,13.17,3
11/30/2016,89115,Bellen,4,99.8,0.1,53.28,6
12/16/2016,89030,Quad,2,87.92,0,44.96,3
10/21/2016,89030,Bellen,1,24.95,0,14.26,4
10/1/2016,89030,Bellen,3,74.85,0,42.39,5
11/23/2016,89419,Bellen,1,24.95,0,14.13,2
11/1/2016,89030,Aspen,1,27.95,0,12.47,4
11/6/2016,89115,Quad,1,43.96,0,21.72,7
10/22/2016,89030,Bellen,6,149.7,0.1,78,2
11/15/2016,89419,Quad,6,263.76,0.1,134.1,7
10/15/2016,89115,Quad,4,175.84,0.1,87.56,5
10/30/2016,89115,Carlota,6,167.7,0.1,75.84,1
10/26/2016,89030,Yanaki,1,28.75,0,13.65,3
12/6/2016,89115,Fun Fly,1,4.95,0,2.63,7
10/28/2016,89419,Aspen,6,167.7,0.1,68.28,3
12/9/2016,89419,Quad,1,43.96,0,22.13,1
11/2/2016,89030,Bellen,1,24.95,0,12.09,5
12/13/2016,89115,Fun Fly,1,4.95,0,3.99,2
10/9/2016,89030,Fun Fly,1,4.95,0,2.09,1
10/27/2016,89419,Bellen,12,299.4,0.1875,159.96,5
12/1/2016,89115,Quad,1,43.96,0,22.45,5
11/24/2016,89419,Bellen,4,99.8,0.1,51.4,7
11/13/2016,89419,Bellen,3,74.85,0,39.84,4
10/17/2016,89419,Aspen,12,335.4,0.1875,132.96,7
10/6/2016,89030,Quad,1,43.96,0,20.36,7
11/17/2016,89115,Quad,1,43.96,0,21.65,1
11/20/2016,89115,Bellen,1,24.95,0,12.2,7
11/23/2016,89419,Carlota,1,27.95,0,12.96,4
12/6/2016,89030,Yanaki,1,28.75,0,14.01,1
11/30/2016,89030,Fun Fly,6,29.7,0.1,21.48,4
12/1/2016,89115,Majestic Beaut,12,395.4,0.1875,230.04,8
10/18/2016,89030,Yanaki,1,28.75,0,15.31,4
10/1/2016,89419,Bellen,6,149.7,0.1,75.84,5
10/31/2016,89030,Bellen,1,24.95,0,11.91,5
11/8/2016,89030,Quad,1,43.96,0,20.72,4
10/18/2016,89419,Carlota,6,167.7,0.1,80.52,4
12/15/2016,89115,Bellen,1,24.95,0,11.85,3
10/23/2016,89419,Aspen,1,27.95,0,12.38,3
11/23/2016,89419,Yanaki,1,28.75,0,14.87,1
10/31/2016,89030,Quad,1,43.96,0,22.69,4
12/11/2016,89030,Bellen,1,24.95,0,12.08,7
10/24/2016,89115,Bellen,1,24.95,0,13.8,7
10/23/2016,89115,Majestic Beaut,12,395.4,0.1875,246.36,8
10/19/2016,89030,Carlota,1,27.95,0,11.49,3
10/19/2016,89115,Fun Fly,1,4.95,0,2.59,5
10/11/2016,89115,Bellen,6,149.7,0.1,75.06,5
10/2/2016,89115,Yanaki,1,28.75,0,15.56,3
11/3/2016,89419,Fun Fly,6,29.7,0.1,20.94,1
12/4/2016,89115,Fun Fly,2,9.9,0,6.12,7
10/6/2016,89030,Quad,1,43.96,0,22.04,1
10/7/2016,89419,Yanaki,1,28.75,0,16.13,7
11/12/2016,89419,Fun Fly,12,59.4,0.1875,42.6,7
11/23/2016,89115,Yanaki,1,28.75,0,14.21,7
11/26/2016,89030,Bellen,2,49.9,0,23.66,8
11/27/2016,89115,Bellen,1,24.95,0,13.15,6
12/4/2016,89419,Fun Fly,1,4.95,0,3.97,1
10/23/2016,89115,Bellen,1,24.95,0,14.01,4
11/2/2016,89030,Bellen,1,24.95,0,13.42,4
11/16/2016,89030,Aspen,1,27.95,0,10.26,5
12/3/2016,89115,Fun Fly,1,4.95,0,3.44,4
12/7/2016,89115,Fun Fly,1,4.95,0,4.09,5
12/14/2016,89115,Carlota,12,335.4,0.1875,139.44,8
10/7/2016,89419,Fun Fly,1,4.95,0,3.84,8
11/4/2016,89419,Bellen,12,299.4,0.1875,166.32,7
12/13/2016,89030,Majestic Beaut,1,32.95,0,19.49,3
10/31/2016,89115,Bellen,1,24.95,0,12.23,4
11/11/2016,89030,Yanaki,1,28.75,0,14.78,4
11/4/2016,89419,Quad,1,43.96,0,21.69,1
10/6/2016,89030,Yanaki,2,57.5,0,29.32,8
12/12/2016,89115,Fun Fly,1,4.95,0,3.4,4
10/8/2016,89419,Fun Fly,1,4.95,0,2.92,5
12/22/2016,89419,Fun Fly,1,4.95,0,3.12,4
10/18/2016,89115,Majestic Beaut,1,32.95,0,19.19,3
10/26/2016,89030,Majestic Beaut,6,197.7,0.1,111.24,3
12/17/2016,89115,Fun Fly,2,9.9,0,3.42,4
10/19/2016,89030,Yanaki,1,28.75,0,15.15,3
12/20/2016,89115,Carlota,1,27.95,0,11.45,6
10/25/2016,89030,Aspen,1,27.95,0,12.12,4
10/16/2016,89115,Yanaki,1,28.75,0,15.67,7
10/27/2016,89030,Quad,1,43.96,0,21.71,7
10/11/2016,89030,Yanaki,1,28.75,0,16.13,3
10/7/2016,89419,Yanaki,1,28.75,0,15.84,3
11/7/2016,89419,Bellen,2,49.9,0,27.6,3
10/1/2016,89030,Quad,1,43.96,0,22.94,7
10/24/2016,89030,Quad,1,43.96,0,22.51,3
11/7/2016,89419,Carlota,2,55.9,0,21.96,6
10/12/2016,89419,Yanaki,1,28.75,0,15.89,5
10/1/2016,89419,Yanaki,1,28.75,0,15.81,5
10/11/2016,89419,Fun Fly,12,59.4,0.1875,22.32,4
11/25/2016,89419,Majestic Beaut,1,32.95,0,18.91,5
11/6/2016,89419,Bellen,1,24.95,0,14.01,7
10/6/2016,89030,Fun Fly,12,59.4,0.1875,46.56,1
10/21/2016,89030,Majestic Beaut,1,32.95,0,20.02,3
10/18/2016,89419,Aspen,6,167.7,0.1,66.9,7
11/13/2016,89030,Yanaki,3,86.25,0,42.03,6
12/23/2016,89419,Carlota,1,27.95,0,11.28,5
11/14/2016,89115,Fun Fly,12,59.4,0.1875,45.72,5
10/2/2016,89419,Aspen,3,83.85,0,38.85,4
11/21/2016,89419,Aspen,1,27.95,0,11.39,8
12/5/2016,89030,Aspen,1,27.95,0,10.85,4
10/1/2016,89419,Fun Fly,1,4.95,0,2.55,6
11/5/2016,89419,Bellen,6,149.7,0.1,78.3,1
10/11/2016,89030,Aspen,3,83.85,0,33.66,8
11/13/2016,89419,Aspen,1,27.95,0,11.48,8
11/13/2016,89030,Majestic Beaut,12,395.4,0.1875,221.28,1
11/22/2016,89030,Bellen,2,49.9,0,23.76,7
11/21/2016,89030,Quad,1,43.96,0,20.64,4
10/20/2016,89030,Carlota,12,335.4,0.1875,154.32,3
10/10/2016,89419,Aspen,1,27.95,0,11.03,5
10/14/2016,89419,Aspen,1,27.95,0,12.92,3
10/8/2016,89419,Quad,1,43.96,0,21.54,4
11/3/2016,89115,Bellen,1,24.95,0,12.15,4
11/27/2016,89030,Fun Fly,2,9.9,0,3.66,7
12/21/2016,89115,Bellen,2,49.9,0,24.48,1
10/29/2016,89115,Carlota,6,167.7,0.1,77.46,6
11/1/2016,89419,Quad,1,43.96,0,21.03,3
11/4/2016,89030,Fun Fly,1,4.95,0,2.05,7
12/11/2016,89419,Aspen,12,335.4,0.1875,135.48,5
11/27/2016,89419,Yanaki,4,115,0.1,62.92,3
11/25/2016,89419,Fun Fly,1,4.95,0,3.13,3
12/3/2016,89030,Fun Fly,12,59.4,0.1875,25.32,4
11/23/2016,89030,Fun Fly,1,4.95,0,3.76,7
12/13/2016,89030,Quad,12,527.52,0.1875,264.24,6
11/16/2016,89030,Fun Fly,1,4.95,0,1.5,7
10/15/2016,89030,Aspen,1,27.95,0,12.33,8
12/14/2016,89030,Fun Fly,12,59.4,0.1875,46.32,1
10/2/2016,89115,Fun Fly,6,29.7,0.1,13.44,4
10/30/2016,89115,Yanaki,1,28.75,0,14.75,5
10/7/2016,89115,Quad,1,43.96,0,21.37,3
11/15/2016,89030,Aspen,1,27.95,0,12.33,4
11/25/2016,89419,Bellen,1,24.95,0,12.3,6
11/26/2016,89030,Yanaki,12,345,0.1875,162.84,5
10/2/2016,89030,Aspen,3,83.85,0,34.5,3
12/1/2016,89030,Yanaki,1,28.75,0,14.08,5
12/24/2016,89115,Aspen,1,27.95,0,11.94,4
11/23/2016,89419,Majestic Beaut,6,197.7,0.1,117.72,3
11/9/2016,89030,Yanaki,1,28.75,0,15.46,5
10/16/2016,89030,Fun Fly,3,14.85,0,12.33,7
10/10/2016,89030,Quad,6,263.76,0.1,137.4,6
11/3/2016,89030,Aspen,1,27.95,0,10.37,6
11/20/2016,89115,Yanaki,1,28.75,0,13.82,7
11/13/2016,89115,Yanaki,1,28.75,0,15.07,7
11/30/2016,89030,Quad,1,43.96,0,21.11,3
12/9/2016,89419,Bellen,1,24.95,0,11.8,4
12/18/2016,89419,Aspen,4,111.8,0.1,47.32,2
12/20/2016,89419,Bellen,4,99.8,0.1,53.52,4
12/22/2016,89419,Bellen,6,149.7,0.1,78.12,4
12/15/2016,89115,Yanaki,2,57.5,0,32,2
11/20/2016,89419,Majestic Beaut,6,197.7,0.1,111.12,6
11/18/2016,89419,Bellen,1,24.95,0,13.5,4
12/10/2016,89419,Majestic Beaut,1,32.95,0,20.14,6
11/3/2016,89030,Yanaki,1,28.75,0,14.24,3
10/25/2016,89419,Carlota,4,111.8,0.1,48.84,1
11/1/2016,89115,Yanaki,1,28.75,0,15.52,1
10/6/2016,89030,Majestic Beaut,6,197.7,0.1,108.36,3
11/26/2016,89115,Quad,1,43.96,0,20.4,4
11/7/2016,89115,Fun Fly,6,29.7,0.1,14.82,6
12/12/2016,89115,Fun Fly,1,4.95,0,2.43,3
10/24/2016,89030,Bellen,6,149.7,0.1,81.9,4
12/4/2016,89030,Yanaki,1,28.75,0,14.18,7
10/10/2016,89115,Fun Fly,1,4.95,0,2.31,4
12/5/2016,89030,Bellen,1,24.95,0,13.45,4
11/17/2016,89115,Majestic Beaut,1,32.95,0,20.16,4
11/27/2016,89030,Aspen,1,27.95,0,10.53,4
12/9/2016,89030,Aspen,1,27.95,0,10.62,4
11/7/2016,89030,Quad,6,263.76,0.1,126.36,4
12/16/2016,89030,Bellen,1,24.95,0,13.22,3
10/12/2016,89419,Quad,4,175.84,0.1,81.44,8
10/26/2016,89419,Fun Fly,1,4.95,0,3.95,1
11/18/2016,89115,Quad,1,43.96,0,22.02,2
10/7/2016,89030,Fun Fly,1,4.95,0,2.83,4
10/4/2016,89030,Aspen,6,167.7,0.1,65.46,3
11/13/2016,89419,Carlota,6,167.7,0.1,71.58,4
12/8/2016,89115,Aspen,1,27.95,0,10.54,7
10/7/2016,89115,Bellen,1,24.95,0,12.56,4
11/12/2016,89419,Yanaki,2,57.5,0,27.06,4
12/6/2016,89115,Bellen,1,24.95,0,12.72,3
12/17/2016,89030,Yanaki,6,172.5,0.1,88.08,3
11/14/2016,89419,Yanaki,1,28.75,0,14.35,1
10/8/2016,89030,Carlota,6,167.7,0.1,76.2,7
10/26/2016,89419,Carlota,12,335.4,0.1875,130.56,5
11/16/2016,89030,Bellen,2,49.9,0,28.54,7
10/27/2016,89419,Fun Fly,1,4.95,0,1.86,4
10/30/2016,89030,Fun Fly,1,4.95,0,1.79,3
10/25/2016,89030,Bellen,1,24.95,0,11.86,3
12/24/2016,89030,Aspen,1,27.95,0,11.04,1
12/18/2016,89115,Bellen,1,24.95,0,12.82,5
11/27/2016,89115,Bellen,1,24.95,0,13.21,1
10/14/2016,89030,Carlota,1,27.95,0,11.07,4
10/5/2016,89419,Fun Fly,1,4.95,0,3.18,4
12/13/2016,89115,Yanaki,1,28.75,0,13.92,1
11/8/2016,89115,Yanaki,1,28.75,0,15.61,3
11/5/2016,89030,Fun Fly,6,29.7,0.1,22.14,1
10/12/2016,89115,Aspen,12,335.4,0.1875,129,3
12/13/2016,89115,Bellen,1,24.95,0,13.72,7
12/12/2016,89030,Yanaki,1,28.75,0,16.11,3
11/7/2016,89115,Quad,1,43.96,0,20.74,4
10/10/2016,89115,Bellen,2,49.9,0,27.96,3
11/24/2016,89115,Bellen,12,299.4,0.1875,152.88,5
10/9/2016,89115,Quad,1,43.96,0,22.7,7
11/17/2016,89030,Bellen,1,24.95,0,12.71,1
11/15/2016,89419,Fun Fly,1,4.95,0,3.71,4
11/23/2016,89115,Quad,6,263.76,0.1,138.06,4
11/27/2016,89030,Quad,1,43.96,0,21.55,1
12/15/2016,89419,Fun Fly,1,4.95,0,2.24,7
11/8/2016,89419,Quad,12,527.52,0.1875,271.44,4
10/28/2016,89419,Fun Fly,1,4.95,0,3.71,4
10/8/2016,89115,Fun Fly,6,29.7,0.1,18.12,5
10/9/2016,89030,Fun Fly,1,4.95,0,4.16,4
10/31/2016,89115,Carlota,1,27.95,0,12.35,3
11/2/2016,89115,Fun Fly,1,4.95,0,2.83,3
11/1/2016,89115,Yanaki,6,172.5,0.1,95.52,7
12/17/2016,89115,Fun Fly,12,59.4,0.1875,39.36,2
10/12/2016,89115,Bellen,1,24.95,0,11.95,7
11/25/2016,89115,Majestic Beaut,6,197.7,0.1,121.8,3
12/21/2016,89419,Quad,1,43.96,0,22.2,4
10/9/2016,89115,Fun Fly,1,4.95,0,1.57,7
11/8/2016,89419,Fun Fly,1,4.95,0,2.86,3
11/17/2016,89419,Fun Fly,12,59.4,0.1875,17.76,3
10/9/2016,89030,Aspen,12,335.4,0.1875,142.68,3
10/23/2016,89030,Fun Fly,6,29.7,0.1,11.34,3
11/15/2016,89030,Bellen,1,24.95,0,13.98,4
11/30/2016,89115,Fun Fly,1,4.95,0,2.36,1
10/14/2016,89419,Bellen,1,24.95,0,14.12,4
12/15/2016,89419,Fun Fly,1,4.95,0,3.02,4
10/1/2016,89419,Bellen,1,24.95,0,13.67,5
11/1/2016,89030,Quad,2,87.92,0,42,4
11/24/2016,89115,Fun Fly,2,9.9,0,5.98,3
12/5/2016,89115,Bellen,1,24.95,0,14.47,5
11/22/2016,89419,Carlota,1,27.95,0,11.55,4
11/7/2016,89030,Carlota,2,55.9,0,25.56,4
11/28/2016,89419,Carlota,1,27.95,0,12.92,3
12/9/2016,89030,Yanaki,1,28.75,0,16.14,4
12/4/2016,89030,Fun Fly,4,19.8,0.1,7.2,7
10/6/2016,89419,Bellen,2,49.9,0,24.72,4
11/24/2016,89115,Carlota,3,83.85,0,32.73,4
11/8/2016,89030,Fun Fly,6,29.7,0.1,12.3,7
11/10/2016,89030,Bellen,1,24.95,0,12.01,3
11/12/2016,89419,Yanaki,1,28.75,0,15.11,3
12/22/2016,89030,Fun Fly,6,29.7,0.1,20.88,4
11/6/2016,89419,Majestic Beaut,12,395.4,0.1875,240.84,6
11/7/2016,89115,Carlota,1,27.95,0,11.3,3
12/6/2016,89419,Aspen,1,27.95,0,10.73,7
11/2/2016,89115,Fun Fly,1,4.95,0,3.77,4
10/28/2016,89115,Bellen,1,24.95,0,14.37,3
10/25/2016,89030,Aspen,2,55.9,0,21.78,6
10/11/2016,89030,Fun Fly,2,9.9,0,4.58,1
10/11/2016,89115,Fun Fly,1,4.95,0,2.14,1
10/9/2016,89030,Quad,12,527.52,0.1875,257.4,1
10/22/2016,89030,Fun Fly,1,4.95,0,1.58,4
10/11/2016,89419,Aspen,1,27.95,0,11.8,6
12/23/2016,89030,Bellen,1,24.95,0,13.41,5
11/13/2016,89115,Bellen,12,299.4,0.1875,159.84,4
12/3/2016,89030,Bellen,1,24.95,0,13.99,7
10/19/2016,89115,Aspen,1,27.95,0,12.96,5
11/7/2016,89030,Fun Fly,12,59.4,0.1875,33.96,4
10/11/2016,89115,Aspen,1,27.95,0,12.5,5
11/16/2016,89030,Aspen,1,27.95,0,10.64,1
11/6/2016,89030,Fun Fly,2,9.9,0,6.52,2
11/11/2016,89030,Fun Fly,1,4.95,0,1.82,1
10/22/2016,89419,Quad,6,263.76,0.1,135.18,4
12/9/2016,89419,Aspen,6,167.7,0.1,68.76,3
12/13/2016,89115,Aspen,1,27.95,0,12.34,3
12/6/2016,89419,Carlota,1,27.95,0,12.12,4
10/21/2016,89115,Fun Fly,1,4.95,0,1.56,7
12/9/2016,89030,Quad,6,263.76,0.1,133.74,1
12/9/2016,89030,Aspen,1,27.95,0,11.91,4
10/10/2016,89030,Yanaki,3,86.25,0,41.22,5
11/20/2016,89419,Quad,1,43.96,0,20.93,1
12/14/2016,89115,Fun Fly,6,29.7,0.1,22.92,1
10/27/2016,89030,Fun Fly,1,4.95,0,3.39,4
12/23/2016,89030,Yanaki,2,57.5,0,29.44,4
10/29/2016,89030,Fun Fly,1,4.95,0,2.86,4
11/30/2016,89030,Yanaki,1,28.75,0,14.58,1
11/25/2016,89030,Bellen,1,24.95,0,14.32,6
12/10/2016,89115,Quad,1,43.96,0,21.82,4
12/21/2016,89030,Yanaki,12,345,0.1875,191.28,7
11/11/2016,89030,Fun Fly,1,4.95,0,2.96,2
12/16/2016,89115,Quad,1,43.96,0,22.37,6
11/11/2016,89030,Quad,1,43.96,0,21.98,6
11/25/2016,89419,Bellen,12,299.4,0.1875,142.68,5
10/28/2016,89419,Fun Fly,12,59.4,0.1875,25.32,4
12/18/2016,89419,Fun Fly,1,4.95,0,3.85,4
11/22/2016,89030,Quad,12,527.52,0.1875,268.44,8
10/29/2016,89419,Majestic Beaut,1,32.95,0,20.06,4
10/1/2016,89419,Aspen,2,55.9,0,25.32,1
12/6/2016,89115,Aspen,1,27.95,0,11.58,7
11/6/2016,89030,Fun Fly,12,59.4,0.1875,35.88,8
11/5/2016,89030,Aspen,3,83.85,0,32.34,4
10/14/2016,89419,Bellen,1,24.95,0,13.82,3
11/28/2016,89030,Yanaki,2,57.5,0,28.06,4
10/3/2016,89419,Quad,1,43.96,0,20.44,5
12/2/2016,89030,Bellen,1,24.95,0,14.38,4
11/14/2016,89419,Fun Fly,1,4.95,0,2.04,7
10/10/2016,89115,Fun Fly,1,4.95,0,1.77,6
12/18/2016,89115,Bellen,1,24.95,0,12.01,7
10/4/2016,89030,Aspen,12,335.4,0.1875,128.64,4
12/21/2016,89030,Aspen,1,27.95,0,10.69,4
12/6/2016,89030,Yanaki,1,28.75,0,15.87,1
10/18/2016,89115,Fun Fly,2,9.9,0,6.46,6
10/21/2016,89419,Fun Fly,12,59.4,0.1875,35.16,2
10/9/2016,89115,Yanaki,1,28.75,0,14.3,5
10/29/2016,89115,Yanaki,2,57.5,0,31.52,1
11/1/2016,89419,Fun Fly,1,4.95,0,2.37,3
11/5/2016,89030,Aspen,1,27.95,0,10.85,2
12/9/2016,89115,Carlota,1,27.95,0,11.91,4
10/6/2016,89030,Fun Fly,1,4.95,0,3.9,7
10/7/2016,89115,Aspen,3,83.85,0,35.55,1
